Slug,Difficulty,Paid
find-cutoff-score-for-each-school,Medium,True
maximum-number-of-ways-to-partition-an-array,Hard,False
maximize-the-confusion-of-an-exam,Medium,False
number-of-pairs-of-strings-with-concatenation-equal-to-target,Medium,False
convert-1d-array-into-2d-array,Easy,False
smallest-missing-genetic-value-in-each-subtree,Hard,False
maximum-product-of-the-length-of-two-palindromic-subsequences,Medium,False
number-of-pairs-of-interchangeable-rectangles,Medium,False
reverse-prefix-of-word,Easy,False
employees-whose-manager-left-the-company,Easy,False
count-nodes-equal-to-sum-of-descendants,Medium,True
gcd-sort-of-an-array,Hard,False
first-day-where-you-have-been-in-all-the-rooms,Medium,False
the-number-of-weak-characters-in-the-game,Medium,False
count-special-quadruplets,Easy,False
find-if-path-exists-in-graph,Easy,False
first-and-last-call-on-the-same-day,Hard,True
minimum-number-of-operations-to-make-array-continuous,Hard,False
maximum-earnings-from-taxi,Medium,False
find-original-array-from-doubled-array,Medium,False
count-number-of-pairs-with-absolute-difference-k,Easy,False
number-of-unique-good-subsequences,Hard,False
minimum-number-of-work-sessions-to-finish-the-tasks,Medium,False
find-the-kth-largest-integer-in-the-array,Medium,False
minimum-difference-between-highest-and-lowest-of-k-scores,Easy,False
binary-searchable-numbers-in-an-unsorted-array,Medium,True
employees-with-missing-information,Easy,False
find-array-given-subset-sums,Hard,False
minimize-the-difference-between-target-and-chosen-elements,Medium,False
find-unique-binary-string,Medium,False
find-greatest-common-divisor-of-array,Easy,False
the-number-of-good-subsets,Hard,False
operations-on-tree,Medium,False
find-all-groups-of-farmland,Medium,False
find-the-middle-index-in-array,Easy,False
last-day-where-you-can-still-cross,Hard,False
minimum-non-zero-product-of-the-array-elements,Medium,False
number-of-strings-that-appear-as-substrings-in-word,Easy,False
all-the-pairs-with-the-maximum-number-of-common-followers,Medium,True
strong-friendship,Medium,True
find-the-longest-valid-obstacle-course-at-each-position,Hard,False
minimum-number-of-swaps-to-make-the-string-balanced,Medium,False
remove-stones-to-minimize-the-total,Medium,False
check-if-string-is-a-prefix-of-array,Easy,False
users-that-actively-request-confirmation-messages,Easy,True
number-of-ways-to-separate-numbers,Hard,False
number-of-ways-to-arrive-at-destination,Medium,False
maximum-matrix-sum,Medium,False
minimum-time-to-type-word-using-special-typewriter,Easy,False
confirmation-rate,Medium,False
count-number-of-special-subsequences,Hard,False
array-with-elements-not-equal-to-average-of-neighbors,Medium,False
maximum-number-of-weeks-for-which-you-can-work,Medium,False
three-divisors,Easy,False
minimum-cost-to-separate-sentence-into-rows,Medium,True
minimum-total-space-wasted-with-k-resizing-operations,Medium,False
check-if-move-is-legal,Medium,False
delete-duplicate-folders-in-system,Hard,False
maximum-compatibility-score-sum,Medium,False
largest-number-after-mutating-substring,Medium,False
sum-of-digits-of-string-after-convert,Easy,False
brightest-position-on-street,Medium,True
erect-the-fence-ii,Hard,True
minimum-time-for-k-virus-variants-to-spread,Hard,True
maximum-of-minimum-values-in-all-subarrays,Medium,True
longest-common-subsequence-between-sorted-arrays,Medium,True
check-if-string-is-decomposable-into-value-equal-substrings,Easy,True
kth-smallest-subarray-sum,Medium,True
maximum-genetic-difference-query,Hard,False
maximum-number-of-points-with-cost,Medium,False
add-minimum-number-of-rungs,Medium,False
check-for-contradictions-in-equations,Hard,True
leetcodify-similar-friends,Hard,True
leetcodify-friends-recommendations,Hard,True
game-of-nim,Medium,True
painting-a-grid-with-three-different-colors,Hard,False
merge-bsts-to-create-single-bst,Hard,False
unique-length-3-palindromic-subsequences,Medium,False
concatenation-of-array,Easy,False
count-salary-categories,Medium,False
jump-game-viii,Medium,True
describe-the-painting,Medium,False
the-number-of-the-smallest-unoccupied-chair,Medium,False
check-if-all-characters-have-equal-number-of-occurrences,Easy,False
depth-of-bst-given-insertion-order,Medium,True
longest-common-subpath,Hard,False
count-good-numbers,Medium,False
eliminate-maximum-number-of-monsters,Medium,False
build-array-from-permutation,Easy,False
find-a-peak-element-ii,Medium,False
page-recommendations-ii,Hard,True
cutting-ribbons,Medium,True
number-of-wonderful-substrings,Medium,False
cyclically-rotating-a-grid,Medium,False
maximum-product-difference-between-two-pairs,Easy,False
the-latest-login-in-2020,Easy,False
minimum-cost-to-reach-destination-in-time,Hard,False
sum-game,Medium,False
nearest-exit-from-entrance-in-maze,Medium,False
count-square-sum-triples,Easy,False
count-pairs-in-two-arrays,Medium,True
count-sub-islands,Medium,False
minimum-absolute-difference-queries,Medium,False
the-number-of-full-rounds-you-have-played,Medium,False
largest-odd-number-in-string,Easy,False
egg-drop-with-2-eggs-and-n-floors,Medium,False
group-employees-of-the-same-salary,Medium,True
minimize-product-sum-of-two-arrays,Medium,True
the-earliest-and-latest-rounds-where-players-compete,Hard,False
maximum-number-of-removable-characters,Medium,False
merge-triplets-to-form-target-triplet,Medium,False
redistribute-characters-to-make-all-strings-equal,Easy,False
calculate-special-bonus,Easy,False
design-movie-rental-system,Hard,False
maximum-alternating-subsequence-sum,Medium,False
remove-all-occurrences-of-a-substring,Medium,False
remove-one-element-to-make-the-array-strictly-increasing,Easy,False
product-of-two-run-length-encoded-arrays,Medium,True
minimum-space-wasted-from-packaging,Hard,False
minimum-number-of-flips-to-make-the-binary-string-alternating,Medium,False
reduction-operations-to-make-the-array-elements-equal,Medium,False
determine-whether-matrix-can-be-obtained-by-rotation,Easy,False
orders-with-maximum-quantity-above-average,Medium,True
minimum-skips-to-arrive-at-meeting-on-time,Hard,False
process-tasks-using-servers,Medium,False
maximum-value-after-insertion,Medium,False
check-if-word-equals-summation-of-two-words,Easy,False
longest-word-with-all-prefixes,Medium,True
minimum-cost-to-change-the-final-value-of-expression,Hard,False
maximum-cost-of-trip-with-k-highways,Hard,True
find-the-student-that-will-replace-the-chalk,Medium,False
check-if-all-the-integers-in-a-range-are-covered,Easy,False
convert-date-format,Easy,True
distinct-numbers-in-each-subarray,Medium,True
stone-game-viii,Hard,False
jump-game-vii,Medium,False
minimum-speed-to-arrive-on-time,Medium,False
longer-contiguous-segments-of-ones-than-zeros,Easy,False
suspicious-bank-accounts,Medium,True
next-palindrome-using-same-digits,Hard,True
number-of-ways-to-rearrange-sticks-with-k-sticks-visible,Hard,False
finding-pairs-with-a-certain-sum,Medium,False
minimum-number-of-swaps-to-make-the-binary-string-alternating,Medium,False
sum-of-all-subset-xor-totals,Easy,False
sort-linked-list-already-sorted-using-absolute-values,Medium,True
league-statistics,Medium,True
get-biggest-three-rhombus-sums-in-a-grid,Medium,False
minimum-xor-sum-of-two-arrays,Hard,False
minimize-maximum-pair-sum-in-array,Medium,False
substrings-of-size-three-with-distinct-characters,Easy,False
largest-color-value-in-a-directed-graph,Hard,False
maximum-subarray-min-product,Medium,False
maximum-distance-between-a-pair-of-values,Medium,False
maximum-population-year,Easy,False
remove-duplicates-from-an-unsorted-linked-list,Medium,True
maximum-transaction-each-day,Medium,True
faulty-sensor,Easy,True
maximum-number-of-people-that-can-be-caught-in-tag,Medium,True
minimum-adjacent-swaps-to-reach-the-kth-smallest-number,Medium,False
minimum-interval-to-include-each-query,Hard,False
splitting-a-string-into-descending-consecutive-values,Medium,False
minimum-distance-to-the-target-element,Easy,False
find-customers-with-positive-revenue-this-year,Easy,True
rotating-the-box,Medium,False
incremental-memory-leak,Medium,False
sorting-the-sentence,Easy,False
maximum-number-of-accepted-invitations,Medium,True
maximum-building-height,Hard,False
longest-substring-of-all-vowels-in-order,Medium,False
frequency-of-the-most-frequent-element,Medium,False
sum-of-digits-in-base-k,Easy,False
find-interview-candidates,Medium,True
find-xor-sum-of-all-pairs-bitwise-and,Hard,False
single-threaded-cpu,Medium,False
maximum-ice-cream-bars,Medium,False
check-if-the-sentence-is-pangram,Easy,False
minimum-path-cost-in-a-hidden-grid,Medium,True
ad-free-sessions,Easy,True
closest-room,Hard,False
maximum-element-after-decreasing-and-rearranging,Medium,False
seat-reservation-manager,Medium,False
replace-all-digits-with-characters,Easy,False
finding-mk-average,Hard,False
minimum-sideway-jumps,Medium,False
find-the-winner-of-the-circular-game,Medium,False
sign-of-the-product-of-an-array,Easy,False
implement-trie-ii-prefix-tree,Medium,True
rearrange-products-table,Easy,False
number-of-different-subsequences-gcds,Hard,False
minimum-absolute-sum-difference,Medium,False
finding-the-users-active-minutes,Medium,False
truncate-sentence,Easy,False
count-pairs-of-equal-substrings-with-minimum-difference,Medium,True
primary-department-for-each-employee,Easy,False
minimum-number-of-operations-to-make-string-sorted,Hard,False
maximum-xor-for-each-query,Medium,False
queries-on-number-of-points-inside-a-circle,Medium,False
minimum-operations-to-make-the-array-increasing,Easy,False
maximize-the-beauty-of-the-garden,Hard,True
maximize-number-of-nice-divisors,Hard,False
minimum-number-of-operations-to-reinitialize-a-permutation,Medium,False
evaluate-the-bracket-pairs-of-a-string,Medium,False
number-of-different-integers-in-a-string,Easy,False
grand-slam-titles,Medium,True
shortest-path-in-a-hidden-grid,Medium,True
maximum-number-of-consecutive-values-you-can-make,Medium,False
maximum-value-at-a-given-index-in-a-bounded-array,Medium,False
number-of-orders-in-the-backlog,Medium,False
maximum-ascending-subarray-sum,Easy,False
products-price-for-each-store,Easy,True
count-nice-pairs-in-an-array,Medium,False
maximum-number-of-groups-getting-fresh-donuts,Hard,False
sentence-similarity-iii,Medium,False
determine-color-of-a-chessboard-square,Easy,False
sort-features-by-popularity,Medium,True
maximum-score-of-a-good-subarray,Hard,False
maximum-average-pass-ratio,Medium,False
find-center-of-star-graph,Easy,False
check-if-one-string-swap-can-make-strings-equal,Easy,False
find-the-subtasks-that-did-not-execute,Hard,True
make-the-xor-of-all-segments-equal-to-zero,Hard,False
number-of-restricted-paths-from-first-to-last-node,Medium,False
minimum-elements-to-add-to-form-a-given-sum,Medium,False
check-if-binary-string-has-at-most-one-segment-of-ones,Easy,False
buildings-with-an-ocean-view,Medium,True
recyclable-and-low-fat-products,Easy,False
count-pairs-with-xor-in-a-range,Hard,False
maximize-score-after-n-operations,Hard,False
design-authentication-manager,Medium,False
second-largest-digit-in-a-string,Easy,False
design-most-recently-used-queue,Medium,True
car-fleet-ii,Hard,False
equal-sum-arrays-with-minimum-number-of-operations,Medium,False
closest-dessert-cost,Medium,False
count-items-matching-a-rule,Easy,False
leetflex-banned-accounts,Medium,True
maximize-palindrome-length-from-subsequences,Hard,False
maximum-score-from-performing-multiplication-operations,Hard,False
minimum-number-of-operations-to-move-all-balls-to-each-box,Medium,False
merge-strings-alternately,Easy,False
maximum-subarray-sum-after-one-operation,Medium,True
find-total-time-spent-by-each-employee,Easy,False
count-pairs-of-nodes,Hard,False
sum-of-beauty-of-all-substrings,Medium,False
check-if-number-is-a-sum-of-powers-of-three,Medium,False
find-nearest-point-that-has-the-same-x-or-y-coordinate,Easy,False
minimum-degree-of-a-connected-trio-in-a-graph,Hard,False
minimum-limit-of-balls-in-a-bag,Medium,False
count-number-of-homogenous-substrings,Medium,False
minimum-changes-to-make-alternating-binary-string,Easy,False
find-distance-in-a-binary-tree,Medium,True
the-number-of-employees-which-report-to-each-employee,Easy,False
closest-subsequence-sum,Hard,False
largest-merge-of-two-strings,Medium,False
maximum-score-from-removing-stones,Medium,False
check-if-array-is-sorted-and-rotated,Easy,False
find-followers-count,Easy,False
map-of-highest-peak,Medium,False
tree-of-coprimes,Hard,False
form-array-by-concatenating-subarrays-of-another-array,Medium,False
longest-nice-substring,Easy,False
can-you-eat-your-favorite-candy-on-your-favorite-day,Medium,False
palindrome-partitioning-iv,Hard,False
restore-the-array-from-adjacent-pairs,Medium,False
checking-existence-of-edge-length-limited-paths-ii,Hard,True
count-apples-and-oranges,Medium,True
building-boxes,Hard,False
find-kth-largest-xor-coordinate-value,Medium,False
change-minimum-characters-to-satisfy-one-of-three-conditions,Medium,False
latest-time-by-replacing-hidden-digits,Easy,False
biggest-window-between-visits,Medium,True
maximum-number-of-events-that-can-be-attended-ii,Hard,False
minimum-length-of-string-after-deleting-similar-ends,Medium,False
maximum-absolute-sum-of-any-subarray,Medium,False
sum-of-unique-elements,Easy,False
largest-subarray-length-k,Easy,True
largest-submatrix-with-rearrangements,Medium,False
maximum-number-of-balls-in-a-box,Easy,False
number-of-rectangles-that-can-form-the-largest-square,Easy,False
number-of-calls-between-two-persons,Medium,True
minimize-hamming-distance-after-swap-operations,Medium,False
decode-xored-array,Easy,False
number-of-distinct-substrings-in-a-string,Medium,True
daily-leads-and-partners,Easy,False
count-ways-to-make-array-with-product,Hard,False
decode-xored-permutation,Medium,False
minimum-number-of-people-to-teach,Medium,False
find-the-highest-altitude,Easy,False
minimum-operations-to-make-a-subsequence,Hard,False
ways-to-split-array-into-three-subarrays,Medium,False
count-good-meals,Medium,False
maximum-units-on-a-truck,Easy,False
count-ways-to-distribute-candies,Hard,True
invalid-tweets,Easy,False
maximum-xor-with-an-element-from-array,Hard,False
find-minimum-time-to-finish-all-jobs,Hard,False
maximum-number-of-eaten-apples,Medium,False
determine-if-string-halves-are-alike,Easy,False
longest-palindromic-subsequence-ii,Medium,True
products-worth-over-invoices,Easy,True
number-of-ways-to-reconstruct-a-tree,Hard,False
construct-the-lexicographically-largest-valid-sequence,Medium,False
maximum-score-from-removing-substrings,Medium,False
calculate-money-in-leetcode-bank,Easy,False
lowest-common-ancestor-of-a-binary-tree-iv,Medium,True
checking-existence-of-edge-length-limited-paths,Hard,False
jump-game-vi,Medium,False
maximum-erasure-value,Medium,False
reformat-phone-number,Easy,False
fix-names-in-a-table,Easy,False
change-the-root-of-a-binary-tree,Medium,True
sum-of-special-evenly-spaced-elements-in-array,Hard,True
stone-game-vii,Medium,False
partitioning-into-minimum-number-of-deci-binary-numbers,Medium,False
count-of-matches-in-tournament,Easy,False
minimum-adjacent-swaps-for-k-consecutive-ones,Hard,False
maximum-binary-string-after-change,Medium,False
average-waiting-time,Medium,False
number-of-students-unable-to-eat-lunch,Easy,False
average-time-of-process-per-machine,Easy,False
concatenation-of-consecutive-binary-numbers,Medium,False
minimum-incompatibility,Hard,False
max-number-of-k-sum-pairs,Medium,False
goal-parser-interpretation,Easy,False
correct-a-binary-tree,Medium,True
hopper-company-queries-iii,Hard,True
minimize-deviation-in-array,Hard,False
minimum-moves-to-make-array-complementary,Medium,False
find-the-most-competitive-subsequence,Medium,False
richest-customer-wealth,Easy,False
lowest-common-ancestor-of-a-binary-tree-iii,Medium,True
delivering-boxes-from-storage-to-ports,Hard,False
stone-game-vi,Medium,False
sum-of-absolute-differences-in-a-sorted-array,Medium,False
count-the-number-of-consistent-strings,Easy,False
hopper-company-queries-ii,Hard,True
minimum-initial-energy-to-finish-tasks,Hard,False
ways-to-make-a-fair-array,Medium,False
smallest-string-with-a-given-numeric-value,Medium,False
check-if-two-string-arrays-are-equivalent,Easy,False
lowest-common-ancestor-of-a-binary-tree-ii,Medium,True
hopper-company-queries-i,Hard,True
maximize-grid-happiness,Hard,False
determine-if-two-strings-are-close,Medium,False
minimum-operations-to-reduce-x-to-zero,Medium,False
design-an-ordered-stream,Easy,False
add-two-polynomials-represented-as-linked-lists,Medium,True
percentage-of-users-attended-a-contest,Easy,False
create-sorted-array-through-instructions,Hard,False
sell-diminishing-valued-colored-balls,Medium,False
minimum-deletions-to-make-character-frequencies-unique,Medium,False
get-maximum-in-generated-array,Easy,False
design-an-expression-tree-with-evaluate-function,Medium,True
design-front-middle-back-queue,Medium,False
minimum-number-of-removals-to-make-mountain-array,Hard,False
merge-in-between-linked-lists,Medium,False
maximum-repeating-substring,Easy,False
all-valid-triplets-that-can-represent-a-country,Easy,True
furthest-building-you-can-reach,Medium,False
count-sorted-vowel-strings,Medium,False
check-array-formation-through-concatenation,Easy,False
find-the-missing-ids,Medium,True
distribute-repeating-integers,Hard,False
minimum-jumps-to-reach-home,Medium,False
minimum-deletions-to-make-string-balanced,Medium,False
defuse-the-bomb,Easy,False
path-with-minimum-effort,Medium,False
arithmetic-subarrays,Medium,False
slowest-key,Easy,False
check-if-two-expression-trees-are-equivalent,Medium,True
sellers-with-no-sales,Easy,True
best-team-with-no-conflicts,Medium,False
lexicographically-smallest-string-after-applying-operations,Medium,False
largest-substring-between-two-equal-characters,Easy,False
find-nearest-right-node-in-binary-tree,Medium,True
number-of-ways-to-form-a-target-string-given-a-dictionary,Hard,False
count-substrings-that-differ-by-one-character,Medium,False
widest-vertical-area-between-two-points-containing-no-points,Easy,False
sort-array-by-increasing-frequency,Easy,False
count-subtrees-with-max-distance-between-cities,Hard,False
split-two-strings-to-make-palindrome,Medium,False
maximal-network-rank,Medium,False
maximum-nesting-depth-of-the-parentheses,Easy,False
build-binary-expression-tree-from-infix-expression,Hard,True
the-most-frequently-ordered-products-for-each-customer,Medium,True
bank-account-summary-ii,Easy,False
maximum-number-of-visible-points,Hard,False
minimum-one-bit-operations-to-make-integers-zero,Hard,False
even-odd-tree,Medium,False
special-array-with-x-elements-greater-than-or-equal-x,Easy,False
binary-search-tree-iterator-ii,Medium,True
fancy-sequence,Hard,False
cat-and-mouse-ii,Hard,False
coordinate-with-maximum-network-quality,Medium,False
number-of-sets-of-k-non-overlapping-line-segments,Medium,False
customer-who-visited-but-did-not-make-any-transactions,Easy,False
maximum-number-of-achievable-transfer-requests,Hard,False
throne-inheritance,Medium,False
maximum-profit-of-operating-a-centennial-wheel,Medium,False
crawler-log-folder,Easy,False
put-boxes-into-the-warehouse-ii,Medium,True
warehouse-manager,Easy,True
minimum-cost-to-connect-two-groups-of-points,Hard,False
maximum-non-negative-product-in-a-matrix,Medium,False
split-a-string-into-the-max-number-of-unique-substrings,Medium,False
rearrange-spaces-between-words,Easy,False
dot-product-of-two-sparse-vectors,Medium,True
unique-orders-and-customers-per-month,Easy,True
find-valid-matrix-given-row-and-column-sums,Medium,False
find-servers-that-handled-most-number-of-requests,Hard,False
alert-using-same-key-card-three-or-more-times-in-a-one-hour-period,Medium,False
design-parking-system,Easy,False
check-if-string-is-transformable-with-substring-sort-operations,Hard,False
min-cost-to-connect-all-points,Medium,False
count-unhappy-friends,Medium,False
special-positions-in-a-binary-matrix,Easy,False
put-boxes-into-the-warehouse-i,Medium,True
bank-account-summary,Medium,True
remove-max-number-of-edges-to-keep-graph-fully-traversable,Hard,False
minimum-time-to-make-rope-colorful,Medium,False
number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers,Medium,False
replace-all-s-to-avoid-consecutive-repeating-characters,Easy,False
strings-differ-by-one-character,Medium,True
strange-printer-ii,Hard,False
maximum-sum-obtained-of-any-permutation,Medium,False
make-sum-divisible-by-p,Medium,False
sum-of-all-odd-length-subarrays,Easy,False
number-of-ways-to-reorder-array-to-get-same-bst,Hard,False
minimum-number-of-days-to-disconnect-island,Hard,False
maximum-length-of-subarray-with-positive-product,Medium,False
detect-pattern-of-length-m-repeated-k-or-more-times,Easy,False
the-most-recent-orders-for-each-product,Medium,True
the-most-similar-path-in-a-graph,Hard,True
fix-product-name-format,Easy,True
stone-game-v,Hard,False
find-latest-group-of-size-m,Medium,False
maximum-number-of-coins-you-can-get,Medium,False
most-visited-sector-in-a-circular-track,Easy,False
guess-the-majority-in-a-hidden-array,Medium,True
count-all-possible-routes,Hard,False
shortest-subarray-to-be-removed-to-make-array-sorted,Medium,False
number-of-ways-to-split-a-string,Medium,False
matrix-diagonal-sum,Easy,False
minimum-number-of-days-to-eat-n-oranges,Hard,False
magnetic-force-between-two-balls,Medium,False
minimum-operations-to-make-array-equal,Medium,False
find-the-index-of-the-large-integer,Medium,True
the-most-recent-three-orders,Medium,True
patients-with-a-condition,Easy,False
minimum-cost-to-cut-a-stick,Hard,False
find-longest-awesome-substring,Hard,False
find-kth-bit-in-nth-binary-string,Medium,False
make-the-string-great,Easy,False
diameter-of-n-ary-tree,Medium,True
find-users-with-valid-e-mails,Easy,False
detect-cycles-in-2d-grid,Medium,False
minimum-numbers-of-function-calls-to-make-target-array,Medium,False
minimum-number-of-vertices-to-reach-all-nodes,Medium,False
thousand-separator,Easy,False
get-the-maximum-score,Hard,False
minimum-swaps-to-arrange-a-binary-grid,Medium,False
find-the-winner-of-an-array-game,Medium,False
count-good-triplets,Easy,False
move-sub-tree-of-n-ary-tree,Hard,True
customer-order-frequency,Easy,True
number-of-good-leaf-nodes-pairs,Medium,False
minimum-suffix-flips,Medium,False
shuffle-string,Easy,False
find-root-of-n-ary-tree,Medium,True
maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,Medium,False
minimum-insertions-to-balance-a-parentheses-string,Medium,False
can-convert-string-in-k-moves,Medium,False
kth-missing-positive-number,Easy,False
find-a-value-of-a-mysterious-function-closest-to-target,Hard,False
maximum-number-of-non-overlapping-substrings,Hard,False
number-of-nodes-in-the-sub-tree-with-the-same-label,Medium,False
water-bottles,Easy,False
countries-you-can-safely-invest-in,Medium,True
design-a-file-sharing-system,Medium,True
friendly-movies-streamed-last-month,Easy,True
best-position-for-a-service-centre,Hard,False
string-compression-ii,Hard,False
number-of-substrings-with-only-1s,Medium,False
number-of-good-pairs,Easy,False
clone-n-ary-tree,Medium,True
minimum-number-of-increments-on-subarrays-to-form-a-target-array,Hard,False
number-of-good-ways-to-split-a-string,Medium,False
number-of-sub-arrays-with-odd-sum,Medium,False
count-odd-numbers-in-an-interval-range,Easy,False
minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,Hard,False
count-submatrices-with-all-ones,Medium,False
last-moment-before-all-ants-fall-out-of-a-plank,Medium,False
can-make-arithmetic-progression-from-sequence,Easy,False
group-sold-products-by-the-date,Easy,False
clone-binary-tree-with-random-pointer,Medium,True
sales-by-day-of-the-week,Hard,True
max-value-of-equation,Hard,False
number-of-subsequences-that-satisfy-the-given-sum-condition,Medium,False
check-if-array-pairs-are-divisible-by-k,Medium,False
path-crossing,Easy,False
delete-n-nodes-after-m-nodes-of-a-linked-list,Easy,True
stone-game-iv,Hard,False
minimum-difference-between-largest-and-smallest-value-in-three-moves,Medium,False
range-sum-of-sorted-subarray-sums,Medium,False
find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,Hard,False
avoid-flood-in-the-city,Medium,False
making-file-names-unique,Medium,False
xor-operation-in-an-array,Easy,False
find-all-the-lonely-nodes,Easy,True
calculate-salaries,Medium,True
rectangles-area,Medium,True
minimum-number-of-days-to-make-m-bouquets,Medium,False
least-number-of-unique-integers-after-k-removals,Medium,False
running-sum-of-1d-array,Easy,False
parallel-courses-ii,Hard,False
longest-subarray-of-1s-after-deleting-one-element,Medium,False
the-kth-factor-of-n,Medium,False
average-salary-excluding-the-minimum-and-maximum-salary,Easy,False
paint-house-iii,Hard,False
design-browser-history,Medium,False
the-k-strongest-values-in-an-array,Medium,False
shuffle-the-array,Easy,False
active-users,Medium,True
apples-oranges,Medium,True
probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,Hard,False
reorder-routes-to-make-all-paths-lead-to-the-city-zero,Medium,False
maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,Medium,False
maximum-product-of-two-elements-in-an-array,Easy,False
find-two-non-overlapping-sub-arrays-each-with-target-sum,Medium,False
subrectangle-queries,Medium,False
allocate-mailboxes,Hard,False
final-prices-with-a-special-discount-in-a-shop,Easy,False
max-dot-product-of-two-subsequences,Hard,False
pseudo-palindromic-paths-in-a-binary-tree,Medium,False
maximum-number-of-vowels-in-a-substring-of-given-length,Medium,False
check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,Easy,False
evaluate-boolean-expression,Medium,True
create-a-session-bar-chart,Easy,True
maximum-number-of-darts-inside-of-a-circular-dartboard,Hard,False
people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,Medium,False
rearrange-words-in-a-sentence,Medium,False
number-of-students-doing-homework-at-a-given-time,Easy,False
cherry-pickup-ii,Hard,False
course-schedule-iv,Medium,False
check-if-a-string-contains-all-binary-codes-of-size-k,Medium,False
make-two-arrays-equal-by-reversing-subarrays,Easy,False
number-of-ways-of-cutting-a-pizza,Hard,False
minimum-time-to-collect-all-apples-in-a-tree,Medium,False
count-triplets-that-can-form-two-arrays-of-equal-xor,Medium,False
build-an-array-with-stack-operations,Medium,False
npv-queries,Easy,True
find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,Hard,False
longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,Medium,False
check-if-all-1s-are-at-least-length-k-places-away,Easy,False
destination-city,Easy,False
find-the-quiet-students-in-all-exams,Hard,True
form-largest-integer-with-digits-that-add-up-to-target,Hard,False
count-good-nodes-in-binary-tree,Medium,False
simplified-fractions,Medium,False
consecutive-characters,Easy,False
top-travellers,Easy,False
diagonal-traverse-ii,Medium,False
maximum-points-you-can-obtain-from-cards,Medium,False
maximum-score-after-splitting-a-string,Easy,False
customers-who-bought-products-a-and-b-but-not-c,Medium,True
build-array-where-you-can-find-the-maximum-exactly-k-comparisons,Hard,False
minimum-number-of-frogs-croaking,Medium,False
display-table-of-food-orders-in-a-restaurant,Medium,False
reformat-the-string,Easy,False
number-of-ways-to-wear-different-hats-to-each-other,Hard,False
check-if-a-string-can-break-another-string,Medium,False
max-difference-you-can-get-from-changing-an-integer,Medium,False
kids-with-the-greatest-number-of-candies,Easy,False
number-of-ways-to-paint-n-3-grid,Hard,False
html-entity-parser,Medium,False
queries-on-a-permutation-with-key,Medium,False
string-matching-in-an-array,Easy,False
capital-gainloss,Medium,False
stone-game-iii,Hard,False
number-of-steps-to-reduce-a-number-in-binary-representation-to-one,Medium,False
minimum-subsequence-in-non-increasing-order,Easy,False
total-sales-amount-by-year,Hard,True
restore-the-array,Hard,False
the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,Medium,False
find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,Medium,False
minimum-value-to-get-positive-step-by-step-sum,Easy,False
find-all-good-strings,Hard,False
design-underground-system,Medium,False
count-number-of-teams,Medium,False
find-lucky-integer-in-an-array,Easy,False
replace-employee-id-with-the-unique-identifier,Easy,False
longest-happy-prefix,Hard,False
check-if-there-is-a-valid-path-in-a-grid,Medium,False
create-target-array-in-the-given-order,Easy,False
get-the-second-most-recent-activity,Hard,True
reducing-dishes,Hard,False
construct-k-palindrome-strings,Medium,False
circle-and-rectangle-overlapping,Medium,False
count-largest-group,Easy,False
maximum-performance-of-a-team,Hard,False
find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,Easy,False
design-a-stack-with-increment-operation,Medium,False
lucky-numbers-in-a-matrix,Easy,False
number-of-trusted-contacts-of-a-customer,Medium,True
activity-participants,Medium,True
frog-position-after-t-seconds,Hard,False
time-needed-to-inform-all-employees,Medium,False
number-of-times-binary-string-is-prefix-aligned,Medium,False
generate-a-string-with-characters-that-have-odd-counts,Easy,False
pizza-with-3n-slices,Hard,False
sort-integers-by-the-power-value,Medium,False
cinema-seat-allocation,Medium,False
find-the-distance-value-between-two-arrays,Easy,False
minimum-cost-to-make-at-least-one-valid-path-in-a-grid,Hard,False
linked-list-in-binary-tree,Medium,False
rank-teams-by-votes,Medium,False
how-many-numbers-are-smaller-than-the-current-number,Easy,False
students-with-invalid-departments,Easy,True
movie-rating,Medium,False
construct-target-array-with-multiple-sums,Hard,False
maximum-number-of-events-that-can-be-attended,Medium,False
product-of-the-last-k-numbers,Medium,False
count-negative-numbers-in-a-sorted-matrix,Easy,False
maximum-sum-bst-in-binary-tree,Hard,False
longest-zigzag-path-in-a-binary-tree,Medium,False
find-the-longest-substring-containing-vowels-in-even-counts,Medium,False
increasing-decreasing-string,Easy,False
maximum-students-taking-exam,Hard,False
tweet-counts-per-frequency,Medium,False
minimum-number-of-steps-to-make-two-strings-anagram,Medium,False
check-if-n-and-its-double-exist,Easy,False
number-of-transactions-per-visit,Hard,True
jump-game-v,Hard,False
maximum-product-of-splitted-binary-tree,Medium,False
reduce-array-size-to-the-half,Medium,False
